focal_event,time,behavior,people_pass,human_squirrel_engage,conspecific_interaction,trail,photo,contact,food_item,notes,
Z_05_6A19,10:59:44,sitting,5,N,,off,,,,,
Z_05_6A19,10:59:57,sitting,2,Y,,off,,,,girl climbs up rock to look at squirrel,
Z_05_6A19,11:00:35,sitting,6,Y,,off,,,,stop and point,
Z_05_6A19,11:00:48,sitting,2,N,,off,,,,,
Z_05_6A19,11:01:05,sitting,5,N,,off,,,,,
Z_05_6A19,11:01:12,sitting,3,N,,off,,,,,
Z_05_6A19,11:01:20,sitting,4,N,,off,,,,,
Z_05_6A19,11:01:40,sitting,2,N,,off,,,,,
Z_05_6A19,11:01:53,sitting,3,N,,off,,,,,
Z_05_6A19,11:01:57,sitting,4,N,,off,,,,,
Z_05_6A19,11:02:19,sitting,5,N,,off,,,,,
Z_05_6A19,11:02:30,sitting,6,N,,off,,,,,
Z_05_6A19,11:02:44,sitting,1,N,,off,,,,,
Z_05_6A19,11:03:08,sitting,3,N,,off,,,,,
Z_05_6A19,11:03:21,sitting,6,N,,off,,,,,
Z_05_6A19,11:03:30,sitting,7,N,,off,,,,,
Z_05_6A19,11:03:41,sitting,5,N,,off,,,,,
Z_05_6A19,11:03:56,sitting,7,N,,off,,,,,
Z_05_6A19,11:04:15,sitting,2,N,,off,,,,,
Z_05_6A19,11:04:24,sitting,3,N,,off,,,,,
Z_05_6A19,11:04:34,sitting,1,N,,off,,,,,
Z_05_6A19,11:04:57,sitting,3,N,,off,,,,,
Z_05_6A19,11:05:11,sitting,3,N,,off,,,,,
Z_05_6A19,11:05:24,sitting,4,N,,off,,,,,
Z_05_6A19,11:05:30,sitting,6,N,,off,,,,,
Z_05_6A19,11:05:39,sitting,3,N,,off,,,,,
Z_05_6A19,11:05:47,sitting,3,N,,off,,,,,
Z_05_6A19,11:05:55,sitting,4,N,,off,,,,,
Z_05_6A19,11:06:05,end,,,,,,,,,
Z_06_6A19,11:07:09,eating,11,Y,,on,,,candy?,,
Z_06_6A19,11:08:04,walking,,,,off,,,,,
Z_06_6A19,11:08:22,walking,7,N,,off,,,,,
Z_06_6A19,11:08:32,oos,,,,off,,,,,
Z_06_6A19,11:09:02,end,,,,,,,,,
Z_07_6A19,11:10:47,staring,,,,off,,,,,
Z_07_6A19,11:11:03,walking,5,N,,off,,,,,
Z_07_6A19,11:11:15,,6,N,,off,,,,,
Z_07_6A19,11:11:23,walking,8,N,,off,,,,,
Z_07_6A19,11:11:36,itching,,,,off,,,,,
Z_07_6A19,11:11:41,walking,,,,off,,,,,
Z_07_6A19,11:12:03,,5,N,,off,,,,,
Z_07_6A19,11:12:27,,7,N,,off,,,,,
Z_07_6A19,11:12:49,,9,N,,off,,,,,
Z_07_6A19,11:12:58,staring,,,,off,,,,,
Z_07_6A19,11:13:07,,6,N,,off,,,,,
Z_07_6A19,11:13:19,,2,Y,,off,,,,,
Z_07_6A19,11:13:26,,4,N,,off,,,,stop to look,
Z_07_6A19,11:13:54,,3,N,,off,,,,,
Z_07_6A19,11:14:05,,3,N,,off,,,,,
Z_07_6A19,11:14:13,,1,N,,off,,,,,
Z_07_6A19,11:14:27,,5,N,,off,,,,,
Z_07_6A19,11:14:39,,1,N,,off,,,,,
Z_07_6A19,11:14:47,,4,N,,off,,,,,
Z_07_6A19,11:15:14,,1,Y,,off,yes,,,,
Z_07_6A19,11:16:26,,5,N,,off,,,,,
Z_07_6A19,11:16:33,,1,N,,off,,,,,
Z_07_6A19,11:16:40,,4,N,,off,,,,,
Z_07_6A19,11:16:47,running,,,,off,,,,,
Z_07_6A19,11:16:54,oos,,,,off,,,,,
Z_07_6A19,11:17:12,staring,12,N,,off,,,,,
Z_07_6A19,11:17:50,digging,,,,off,,,,,
Z_07_6A19,11:17:54,walking,,,,off,,,,,
Z_07_6A19,11:18:04,,3,Y,,off,yes,,,,
Z_07_6A19,11:18:31,,7,Y,,off,,,,stopped,
Z_07_6A19,11:19:00,,6,N,,off,,,,,
Z_07_6A19,11:19:24,,13,N,,off,,,,,
Z_07_6A19,11:19:50,,4,N,,off,,,,,
Z_07_6A19,11:19:58,,3,N,,off,,,,,
Z_07_6A19,11:20:00,end,,,,off,,,,,
Z_08_6A19,11:24:36,eating,1,N,,off,,,grass,,
Z_08_6A19,11:24:46,walking,2,N,,off,,,,,
Z_08_6A19,11:25:06,itching,,,,off,,,,,
Z_08_6A19,11:25:18,walking ,,,,off,,,,,
Z_08_6A19,11:25:44,,7,N,,off,,,,,
Z_08_6A19,11:26:00,eating,8,N,,off,,,grass,,
Z_08_6A19,11:26:21,walking ,,,,off,,,,,
Z_08_6A19,11:26:42,oos,,,,off,,,,,
Z_08_6A19,11:27:00,end,,,,,,,,,
Z_09_6A19,11:38:39,eating,,,,off,,,grass,two feet from trail? ,
Z_09_6A19,11:39:01,,20,N,,off,,,,,
Z_09_6A19,11:39:20,staring,11,N,,off,,,,,
Z_09_6A19,11:39:27,eating,,,,off,,,leaf,,
Z_09_6A19,11:39:45,chasing,,,yes,off,,,,,
Z_09_6A19,11:39:50,eating,6,Y,,off,yes,,grass,,
Z_09_6A19,11:40:08,,7,N,,off,,,,,
Z_09_6A19,11:40:33,,,,,off,,,,,
Z_09_6A19,11:40:39,running,4,Y,,off,,,,stop and point,
Z_09_6A19,11:40:44,eating,2,N,,off,,,grass,,
Z_09_6A19,11:41:16,,4,N,,off,,,,,
Z_09_6A19,11:41:24,,10,N,,off,,,,,
Z_09_6A19,11:41:45,staring,6,N,,off,,,,,
Z_09_6A19,11:41:50,running,,,,off,,,,,
Z_09_6A19,11:42:02,eating,20,Y,,off,,,grass,4 stop,
Z_09_6A19,11:42:31,eating,,,,off,,,chewing plastic bottle cap,,
Z_09_6A19,11:42:41,,2,N,,off,,,,,
Z_09_6A19,11:43:09,,7,N,,off,,,,,
Z_09_6A19,11:43:44,,3,N,,off,,,,,
Z_09_6A19,11:43:54,,2,,,off,,,,,
Z_09_6A19,11:44:07,licking,,,,off,,,,,
Z_09_6A19,11:44:13,chewing,4,N,,off,,,plastic cap,,
Z_09_6A19,11:44:20,eating,,,,off,,,grass,,
Z_09_6A19,11:44:26,running,,,,off,,,,,
Z_09_6A19,11:44:35,,,,,on,,,,,
Z_09_6A19,11:44:40,sniffing ,,,,on,,,,,
Z_09_6A19,11:44:49,eating,3,N,,on,,,grass,,
Z_09_6A19,11:45:01,staring ,,,,on,,,,,
Z_09_6A19,11:45:21,sniffing; tail wag ,,,,on,,,,,
Z_09_6A19,11:45:31,,3,N,,on,,,,,
Z_09_6A19,11:45:38,,11,N,,on,,,,,
Z_09_6A19,11:45:53,walking ,2,N,,on,,,,,
Z_09_6A19,11:46:20,,2,N,,on,,,,,
Z_09_6A19,11:46:35,,5,Y,,on,yes,,,,
Z_09_6A19,11:46:48,,8,N,,on,,,,,
Z_09_6A19,11:47:08,sniffing,,,,on,,,,,
Z_09_6A19,11:47:30,,2,N,,on,,,,,
Z_09_6A19,11:47:43,,2,N,,on,,,,,
Z_09_6A19,11:47:49,,2,N,,on,,,,,
Z_09_6A19,11:48:00,,1,N,,on,,,,,
Z_09_6A19,11:48:05,end,,,,,,,,,
Z_01_7A19,13:59:08,climbing,8,N,,off,,,,,
Z_01_7A19,14:00:08,eating,4,N,,off,,,leaf,,
Z_01_7A19,14:01:03,,5,N,,off,,,,,
Z_01_7A19,14:01:18,climbing,5,N,,off,,,,,
Z_01_7A19,14:01:30,,6,N,,off,,,,,
Z_01_7A19,14:01:45,,3,N,,off,,,,,
Z_01_7A19,14:01:47,,4,N,,off,,,,,
Z_01_7A19,14:02:02,,8,Y,,off,,,leaf,,
Z_01_7A19,14:02:10,eating,4,Y,,off,,,,stop,
Z_01_7A19,14:02:21,climbing,,,,off,,,,,
Z_01_7A19,14:02:34,,3,Y,,off,Y,,,extends hand,
Z_01_7A19,14:02:44,stand,,,,off,,,,,
Z_01_7A19,14:02:51,,,,,off,,,,,
Z_01_7A19,14:03:03,begging,,,,off,,,,,
Z_01_7A19,14:03:27,sniffing,2,N,,off,,,,,
Z_01_7A19,14:03:35,laying,,,,off,,,,,
Z_01_7A19,14:03:47,itching,2,N,,off,,,,,
Z_01_7A19,14:03:55,digging,,,,off,,,,,
Z_01_7A19,14:04:04,eating,,,,off,,,,,
Z_01_7A19,14:04:16,sniffing,,,,off,,,,,
Z_01_7A19,14:04:27,digging,,,,off,,,,,
Z_01_7A19,14:04:36,,2,N,,off,,,,,
Z_01_7A19,14:04:48,sitting,,,,off,,,,,
Z_01_7A19,14:04:57,digging,,,,off,,,,,
Z_01_7A19,14:05:03,itching,,,,off,,,,,
Z_01_7A19,14:05:10,climbing,4,N,,off,,,,,
Z_01_7A19,14:05:27,,8,N,,off,,,,,
Z_01_7A19,14:05:43,,4,N,,off,,,,,
Z_01_7A19,14:05:57,,2,N,,off,,,,,
Z_01_7A19,14:06:37,,1,N,,off,,,,,
Z_01_7A19,14:06:38,staring ,,,,off,,,,,
Z_01_7A19,14:06:49,climbing,10,N,,off,,,,,
Z_01_7A19,14:07:14,,1,N,,off,,,,,
Z_01_7A19,14:07:43,,2,N,,off,,,,,
Z_01_7A19,14:08:15,eating,5,N,,off,,,leaf,,
Z_01_7A19,14:08:28,,11,N,,off,,,,,
Z_01_7A19,14:08:53,,21,N,,off,,,,,
Z_01_7A19,14:09:18,end,,,,,,,,,
Z_02_7A19,14:13:34,walking,10,N,,off,,,,,
Z_02_7A19,14:13:52,,5,N,,,,,,,
Z_02_7A19,14:14:20,oos,26,N,,,,,,,
Z_02_7A19,14:14:30,walking,15,N,,,,,,,
Z_02_7A19,14:15:32,sniffing,8,N,,,,,,,
Z_02_7A19,14:16:16,eating,4,N,,,,,,,
Z_02_7A19,14:16:39,,5,N,,,,,,,
Z_02_7A19,14:17:06,sniffing,7,N,,,,,,,
Z_02_7A19,14:17:25,digging,1,N,,,,,,,
Z_02_7A19,14:17:33,sniffing,,,,,,,,,
Z_02_7A19,14:17:55,,3,N,,,,,,,
Z_02_7A19,14:18:01,,8,N,,,,,,,
Z_02_7A19,14:18:11,,3,N,,,,,,,
Z_02_7A19,14:18:22,,2,N,,,,,,,
Z_02_7A19,14:18:38,,1,N,,,,,,,
Z_02_7A19,14:18:53,sitting,1,N,,,,,,,
Z_02_7A19,14:19:11,running,3,N,,,,,,,
Z_02_7A19,14:19:46,sniffing,2,N,,,,,,,
Z_02_7A19,14:20:00,eating,2,N,,,,,,,
Z_02_7A19,14:20:19,sniffing,,,,,,,,,
Z_02_7A19,14:20:26,,3,N,,,,,,,
Z_02_7A19,14:20:46,digging,3,N,,,,,,,
Z_02_7A19,14:20:57,sniffing,2,N,,,,,,,
Z_02_7A19,14:21:28,,5,N,,,,,,,
Z_02_7A19,14:21:43,,13,N,,,,,,,
Z_02_7A19,14:22:06,,,,,,,,,,
Z_02_7A19,14:22:11,,4,N,,,,,,,
Z_02_7A19,14:22:30,,6,N,,,,,,,
Z_02_7A19,14:22:41,,8,N,,,,,,,
Z_02_7A19,14:22:48,,9,N,,,,,,,
Z_02_7A19,14:23:00,end,,,,,,,,,
Z_03_7A19,14:29:07,sniffing,4,N,,off,,,,near man on bench,
Z_03_7A19,14:29:32,begging,8,Y,,,yes,,,,
Z_03_7A19,14:29:41,staring,,,,,,,,,
Z_03_7A19,14:29:55,sniffing,,,,,,,,,
Z_03_7A19,14:30:15,eating,11,N,,,,,raisin,,
Z_03_7A19,14:30:35,,3,N,,,,,,,
Z_03_7A19,14:30:42,laying ,,,,,,,,,
Z_03_7A19,14:30:49,sniffing,8,N,,,,,,,
Z_03_7A19,14:30:58,,5,N,,,,,,,
Z_03_7A19,14:31:06,,7,Y,,,,,,point,
Z_03_7A19,14:31:44,,2,N,,,,,,,
Z_03_7A19,14:31:58,itching,,,,,,,,,
Z_03_7A19,14:32:03,sniffing,4,N,,,,,,,
Z_03_7A19,14:32:19,,4,N,,off,,,,,
Z_03_7A19,14:32:38,,1,N,,,,,,,
Z_03_7A19,14:32:44,laying,,,,,,,,on rock,
Z_03_7A19,14:32:52,,4,N,,off,,,,,
Z_03_7A19,14:33:14,,2,Y,,,yes,,,,
Z_03_7A19,14:33:25,,2,Y,,,,,,,
Z_03_7A19,14:33:35,running,,,,on,,,,,
Z_03_7A19,14:34:11,,1,N,,,,,,,
Z_03_7A19,14:34:20,,3,N,,off,,,,,
Z_03_7A19,14:34:20,,,,,off,,,,,
Z_03_7A19,14:34:23,eating,,,,,,,,,
Z_03_7A19,14:34:31,running,1,N,,,,,,tutting?,
Z_03_7A19,14:34:52,,,,,,,,,,
Z_03_7A19,14:35:16,,2,N,,on,,,,,
Z_03_7A19,14:35:36,,7,N,,,,,,,
Z_03_7A19,14:35:40,standing,10,Y,,,,Y,,pet,
Z_03_7A19,14:36:17,running,20,N,,,,,,,
Z_03_7A19,14:36:26,laying,10,N,,,,,,,
Z_03_7A19,14:36:35,running,8,N,,,,,,,
Z_03_7A19,14:36:42,oos,,,,,,,,,
Z_03_7A19,14:37:10,walking,7,N,,,,,,,
Z_03_7A19,14:37:18,laying,4,N,,,,,,,
Z_03_7A19,14:37:27,,1,N,,,,,,,
Z_03_7A19,14:37:56,itching,,,,,,,,,
Z_03_7A19,14:38:09,eating,,,,,,,leaf,,
Z_03_7A19,14:38:17,sitting,,,,,,,,,
Z_03_7A19,14:38:42,,11,N,,,,,,,
Z_03_7A19,14:39:10,end,,,,,,,,,
Z_04_7A19,14:44:00,,3,Y,,,,Y,,petting,
Z_04_7A19,14:44:34,walking,4,N,,on,,,,,
Z_04_7A19,14:44:40,,1,N,,,,,,,
Z_04_7A19,14:44:49,,5,N,,,,,,,
Z_04_7A19,14:45:06,sniffing,6,N,,,,,,,
Z_04_7A19,14:45:22,staring,2,N,,,,,,,
Z_04_7A19,14:45:29,sniffing ,,,,,,,,,
Z_04_7A19,14:45:38,,6,N,,off,,,,,
Z_04_7A19,14:46:01,,2,N,,,,,,,
Z_04_7A19,14:46:36,,2,N,,,,,,,
Z_04_7A19,14:47:00,,7,N,,,,,,,
Z_04_7A19,14:47:21,oos,,,,,,,,,
Z_04_7A19,14:47:33,sniffing,3,N,,,,,,,
Z_04_7A19,14:48:07,,2,N,,,,,,,
Z_04_7A19,14:48:15,running,10,N,,,,,,,
Z_04_7A19,14:48:27,,5,N,,off,,,,,
Z_04_7A19,14:48:37,eating,,,,,,,grass,,
Z_04_7A19,14:48:49,,2,N,,,,,,,
Z_04_7A19,14:48:55,,6,N,,,,,,,
Z_04_7A19,14:49:03,,3,N,,,,,,,
Z_04_7A19,14:49:19,,10,N,,,,,,,
Z_04_7A19,14:49:20,sit,,,,,,,,,
Z_04_7A19,14:49:30,walking,5,N,,,,,,,
Z_04_7A19,14:49:51,,4,N,,,,,,,
Z_04_7A19,14:50:00,,2,Y,,,,,,shoo,
Z_04_7A19,14:50:13,,1,Y,,,,,,offers stick,
Z_04_7A19,14:50:31,itching,,,,,,,,,
Z_04_7A19,14:50:42,sniffing,5,N,,,,,,,
Z_04_7A19,14:51:36,,,,,on,,,,,
Z_04_7A19,14:51:58,running,,,,off,,,,,
Z_04_7A19,14:52:11,,2,N,,,,,,,
Z_04_7A19,14:52:18,oos,,,,,,,,,
Z_04_7A19,14:52:28,walking,2,N,,,,,,,
Z_04_7A19,14:54:00,end,,,,,,,,,
Z_01_8A19,18:14:12,walking,,,,,,,,visitor center,
Z_01_8A19,18:14:31,sniffing ,,,,,,,,,
Z_01_8A19,18:14:38,staring,,,,,,,,,
Z_01_8A19,18:14:50,running,,,,,,,,,
Z_01_8A19,18:15:03,,,,,,,,,,
Z_01_8A19,18:15:34,oos,,,,,,,,,
Z_01_8A19,18:17:00,end,,,,,,,,,
Z_02_8A19,18:22:08,running,,,,,,,,,
Z_02_8A19,18:23:33,oos,,,,in bush,,,,,
Z_02_8A19,18:24:00,end,,,,,,,,,
Z_03_8A19,18:27:45,staring,,,,on rock,,,,,
Z_03_8A19,18:29:43,standing,,,,,,,,,
Z_03_8A19,18:31:44,,3,,,,,,,people on bikes,
Z_03_8A19,18:32:04,running,,,,,,,,,
Z_03_8A19,18:32:12,drinking,,,,,,,,,
Z_03_8A19,18:32:23,sitting,,,,,,,,,
Z_03_8A19,18:32:48,walking,,,,,,,,,
Z_03_8A19,18:32:59,chasing,,,yes,,,,,being chased,
Z_03_8A19,18:33:05,oos,,,,,,,,,
Z_03_8A19,18:33:28,standing,,,,,,,,,
Z_03_8A19,18:33:45,walking,,,,,,,,,
Z_03_8A19,18:33:50,eating,,,,,,,,,
Z_03_8A19,18:34:01,walking,,,,,,,,,
Z_03_8A19,18:34:10,sniffing,1,,,,,,,,
Z_03_8A19,18:34:19,climbing,,,,tree,,,,tree,
Z_03_8A19,18:35:07,sitting,,,,,,,,,
Z_03_8A19,18:35:31,eating,,,,,,,leaf,,
Z_03_8A19,18:37:00,end,,,,,,,,,
Z_01_9A19,no squirrels,,,,,,,,,,
Z_01_10A19,15:11:08,eating,,,,,,,,by picnic tables,
Z_01_10A19,15:11:30,sniffing,,,,,,,,,
Z_01_10A19,15:12:34,laying,,,,,,,,,
Z_01_10A19,15:12:42,walking,,,,,,,,,
Z_01_10A19,15:12:50,sitting,,,,,,,,,
Z_01_10A19,15:13:01,sniffing ,,,,,,,,,
Z_01_10A19,15:13:20,running,,,,,,,,,
Z_01_10A19,15:13:36,sitting,,,,,,,,,
Z_01_10A19,15:13:45,running,,,,,,,,,
Z_01_10A19,15:14:00,oos/end,,,,,,,,,
Z_02_10A19,15:15:46,eating,,,,,,,chips,dumpster chips,
Z_02_10A19,15:16:10,sniffing,,,,,,,,,
Z_02_10A19,15:16:20,upper body in dumpster,,,,,,,,,
Z_02_10A19,15:17:05,laying,,,,,,,,,
Z_02_10A19,15:17:26,running,,,,,,,,,
Z_02_10A19,15:17:45,oos,,,,,,,,,
Z_02_10A19,15:18:00,end,,,,,,,,,
Z_03_10A19,15:34:00,running,,,,,,,,,
Z_03_10A19,15:35:15,sitting,,,,,,,,,
Z_03_10A19,15:35:29,oos,,,,,,,,,
Z_03_10A19,15:36:00,end,,,,,,,,,
Z_04_10A19,15:37:10,running,,,,,,,,across road,
Z_04_10A19,15:38:08,running,,,,,,,,,
Z_04_10A19,15:39:35,gets into burrow uinder tress,,,,,,,,,
Z_04_10A19,15:39:40,oos,,,,,,,,,
Z_04_10A19,15:40:00,end,,,,,,,,,
Z_05_10A19,15:46:00,running,,,,,,,,in/around bushes,
Z_05_10A19,15:46:20,sitting,,,,,,,,,
Z_05_10A19,15:46:30,sniffing,,,,,,,,,
Z_05_10A19,15:47:01,walking,,,,,,,,,
Z_05_10A19,15:47:05,sitting,,,,,,,,,
Z_05_10A19,15:48:00,oos,,,,,,,,,
Z_05_10A19,15:50:40,end,,,,,,,,,
Z_06_10A19,16:39:00,running,,,,,,,,in/around bushes,
Z_06_10A19,16:39:47,sitting,,,,,,,,,
Z_06_10A19,16:40:19,running,,,,,,,,,
Z_06_10A19,16:41:15,running,,,,,,,,,
Z_06_10A19,16:42:03,oos,,,,,,,,,
Z_06_10A19,16:43:00,end,,,,,,,,,
Z_01_11A19,17:46:08,eating,5,,,,,,grass,side of road,
Z_01_11A19,17:46:40,,7,,,,,,,,
Z_01_11A19,17:56:00,end,,,,,,,,,
Z_02_11A19,18:06:00,running,,,,,,,,around trailer,
Z_02_11A19,18:07:01,climbing/oos,,,,,,,,hops onto underside of RV,
Z_02_11A19,18:08:01,end,,,,,,,,,
Z_03_11A19,18:13:00,sitting,,,,,,,,"next to RV, two ppl eating w/in 5 ft",
Z_03_11A19,18:15:00,runs away when someone gets up,,,,,,,,,
Z_03_11A19,18:15:30,oos,,,,,,,,,
Z_03_11A19,18:16:00,end,,,,,,,,,
Z_04_11A19,18:23:04,eating,,,,,,,grass,by road ,
Z_04_11A19,18:23:20,walking,,,,,,,,across road,
Z_04_11A19,18:23:49,standing,,,,,,,,,
Z_04_11A19,18:23:57,walking,,,,,,,,in bushes,
Z_04_11A19,18:24:26,oos,,,,,,,,,
Z_04_11A19,18:25:00,end,,,,,,,,,
Z_01_12A19,11:34:41,sniffing,,,,,,,,under picnic table,
Z_01_12A19,11:35:40,running,,,,,,,,,
Z_01_12A19,11:35:49,oos/end,,,,,,,,,
Z_02_12A19,11:36:23,laying,,,,,,,,by table,
Z_02_12A19,11:37:29,running,,,,,,,,,
Z_02_12A19,11:37:44,eating,,,,,,,leaf,,
Z_02_12A19,11:37:57,walking ,,,,,,,,,
Z_02_12A19,11:38:07,sitting,,,,,,,,in shaded area,
Z_02_12A19,11:40:12,walking,,,,,,,,through buses,
Z_02_12A19,11:40:30,oos,,,,,,,,,
Z_02_12A19,11:41:00,end,,,,,,,,,
Z_03_12A19,11:54:51,licking,,,,,,,,by bathrooms,
Z_03_12A19,11:55:07,eating,,,,,,,,,
Z_03_12A19,11:55:20,sitting,,,,,,,,,
Z_03_12A19,11:55:34,running,,,,,,,,,
Z_03_12A19,11:55:40,oos,,,,,,,,,
Z_03_12A19,11:56:00,end,,,,,,,,,
Z_04_12A19,11:59:40,sniffing,,,,,,,,under canopy,
Z_04_12A19,11:59:58,chasing,,,yes,,,,,being chased,
Z_04_12A19,12:00:00,walking,,,,,,,,,
Z_04_12A19,12:00:24,sniffing,,,,,,,,,
Z_04_12A19,12:00:49,rolling,,,,,,,,,
Z_04_12A19,12:01:05,running,,,,,,,,,
Z_04_12A19,12:01:20,oos,,,,,,,,,
Z_04_12A19,12:02:00,end,,,,,,,,,
Z_05_12A19,12:21:00,laying,,,,,,,,under car,
Z_05_12A19,12:24:05,running,,,,,,,,,
Z_05_12A19,12:24:30,oos,,,,,,,,,
Z_05_12A19,12:25:00,end,,,,,,,,,
A_NS_6A19,10:06:00,,4,N,,,,,,riverwalk,
A_NS_6A19,10:06:35,,4,N,,,,,,,
A_NS_6A19,10:06:54,,5,N,,,,,,,
A_NS_6A19,10:07:09,,1,N,,,,,,,
A_NS_6A19,10:07:37,,3,N,,,,,,,
A_NS_6A19,10:07:53,,2,N,,,,,,,
A_NS_6A19,10:08:54,,2,N,,,,,,,
A_NS_6A19,10:09:10,,4,N,,,,,,,
A_NS_6A19,10:10:04,,2,N,,,,,,,
A_NS_6A19,10:10:36,,1,N,,,,,,,
A_NS_6A19,10:11:15,,2,N,,,,,,,
A_NS_6A19,10:11:57,,7,N,,,,,,,
A_NS_6A19,10:11:58,,2,N,,,,,,,
A_NS_6A19,10:12:04,,2,N,,,,,,,
A_NS_6A19,10:12:16,,3,N,,,,,,,
A_NS_6A19,10:12:18,,3,N,,,,,,,
A_NS_6A19,10:13:12,,2,N,,,,,,,
A_01_6A19,10:13:41,eating,10,Y,,off,yes,,orange,stop/ pics,
A_01_6A19,10:14:54,sniffing,4,Y,,,yes,,,stop pics,
A_01_6A19,10:15:15,chewing,2,N,,,,,,,
A_01_6A19,10:15:31,,2,N,,,,,,,
A_01_6A19,10:15:34,,6,Y,,,yes,,,stop pics,
A_01_6A19,10:15:43,,2,N,,,,,,,
A_01_6A19,10:15:50,,3,N,,,,,,,
A_01_6A19,10:16:03,,5,N,,,,,,,
A_01_6A19,10:16:07,still,4,N,,,,,,,
A_01_6A19,10:16:26,chewing,4,Y,,,yes,,,stop pics,
A_01_6A19,10:16:42,,10,N,,,,,,,
A_01_6A19,10:16:52,,2,N,,,,,,,
A_01_6A19,10:17:14,itching,,,,,,,,,
A_01_6A19,10:17:24,chewing,2,N,,,,,,,
A_01_6A19,10:17:30,itching,2,N,,,,,,,
A_01_6A19,10:17:40,still,,,,,,,,,
A_01_6A19,10:17:56,moving,3,N,,,,,,,
A_01_6A19,10:18:32,,4,N,,on,,,,,
A_01_6A19,10:18:50,still,2,N,,,,,,,
A_01_6A19,10:19:04,,2,N,,,,,,,
A_01_6A19,10:19:16,,2,N,,,,,,,
A_01_6A19,10:19:29,,1,N,,,,,,,
A_01_6A19,10:19:42,,2,N,,,,,,,
A_01_6A19,10:19:55,moving,,,,,,,,,
A_01_6A19,10:20:04,still,5,N,,off,,,,,
A_01_6A19,10:20:16,,2,N,,,,,,,
A_01_6A19,10:20:21,,2,N,,,,,,,
A_01_6A19,10:20:35,itching still,15,N,,,,,,,
A_01_6A19,10:20:39,moving,,,,,,,,,
A_01_6A19,10:20:55,digging/ rolling in dirt,13,N,,,,,,,
A_01_6A19,10:21:10,grooming,2,N,,,,,,,
A_01_6A19,10:21:41,,8,N,,,,,,dog,
A_01_6A19,10:21:44,itching,2,N,,,,,,,
A_01_6A19,10:21:56,oos,1,N,,,,,,other squirrel vocalized,
A_01_6A19,10:22:24,end,,,,,,,,,
A_02_6A19,10:23:00,vocalizing,3,Y,,off,yes,,,stop pics,
A_02_6A19,10:23:10,,,,,,,,,,
A_02_6A19,10:23:15,,10,N,,,,,,,
A_02_6A19,10:23:21,,4,Y,,,,,,point,
A_02_6A19,10:23:22,,3,N,,,,,,,
A_02_6A19,10:23:23,,3,Y,,,yes,,,stop pics; vocalize 7 times per 10 s,
A_02_6A19,10:23:45,,1,Y,,,yes,,,stop pics,
A_02_6A19,10:24:42,,1,Y,,,yes,,,stop pics,
A_02_6A19,10:25:00,,2,,,,,,,stop and ask questions,
A_02_6A19,10:25:38,,,,,,,,,,
A_02_6A19,10:25:38,,2,N,,,,,,,
A_02_6A19,10:25:45,,7,N,,,,,,,
A_02_6A19,10:25:51,,3,N,,,,,,,
A_02_6A19,10:25:53,,2,N,,,,,,,
A_02_6A19,10:26:00,,4,Y,,,yes,,,stop pic,
A_02_6A19,10:26:10,,2,N,,,,,,,
A_02_6A19,10:26:13,,1,N,,,,,,,
A_02_6A19,10:26:18,,1,N,,,,,,,
A_02_6A19,10:26:29,,3,Y,,,yes,,,stop pic,
A_02_6A19,10:26:48,,2,Y,,,,,,"stop, pp ask me questions",
A_02_6A19,10:27:12,,3,N,,,,,,,
A_02_6A19,10:27:18,,2,Y,,,yes,,,stop pic,
A_02_6A19,10:27:49,,3,N,,,,,,,
A_02_6A19,10:27:55,,2,N,,,,,,,
A_02_6A19,10:27:58,,2,N,,,,,,,
A_02_6A19,10:28:08,,2,N,,,,,,,
A_02_6A19,10:28:19,,2,N,,,,,,,
A_02_6A19,10:28:21,,4,Y,,,,,,stop,
A_02_6A19,10:28:28,,2,N,,,,,,,
A_02_6A19,10:28:36,,1,Y,,,,,,stop,
A_02_6A19,10:28:57,,4,Y,,,yes,,,stop pics,
A_02_6A19,10:29:05,,1,N,,,,,,,
A_02_6A19,10:29:14,,3,N,,,,,,,
A_02_6A19,10:29:30,,2,N,,,,,,,
A_02_6A19,10:29:55,,13,N,,,,,,,
A_02_6A19,10:30:12,,2,Y,,,yes,,,stop pics,
A_02_6A19,10:30:18,,2,N,,,,,,,
A_02_6A19,10:30:21,,10,N,,,,,,,
A_02_6A19,10:30:36,,5,N,,,,,,,
A_02_6A19,10:30:36,,2,Y,,,yes,,,stop pics,
A_02_6A19,10:30:55,,3,N,,,,,,,
A_02_6A19,10:31:18,,1,N,,,,,,,
A_02_6A19,10:31:27,,3,Y,,,,,,point,
A_02_6A19,10:31:29,,3,N,,,,,,,
A_02_6A19,10:31:31,,2,Y,,,yes,,,stop pics,
A_02_6A19,10:31:37,,5,N,,,,,,,
A_02_6A19,10:32:01,,4,N,,,,,,,
A_02_6A19,10:32:09,,1,Y,,,,,,stop,
A_02_6A19,10:32:29,itching,,N,,,,,,,
A_02_6A19,10:32:49,end,2,Y,,,,,,stop,
A_NS_6A19,10:33:34,,2,N,,,,,,,
A_03_6A19,10:33:50,laying,,,,off,,,,juvenile,
A_03_6A19,10:33:56,moving,,,,,,,,,
A_03_6A19,10:34:08,,2,N,,,,,,,
A_03_6A19,10:34:15,,4,N,,,,,,,
A_03_6A19,10:34:18,,3,N,,,,,,,
